Muestra	Pragmático.N	Reflexivo.N	Activo.N	Teórico.N	Pragmático	Reflexivo	Activo	Teórico	Marca_temporal	Pograma	Universidad	área_estudio	nivel_académico	etapa_estudio	institución_escolar	preuniversitario	multi_carrera	desempeño_anterior	trabaja	experiencia_laboral	edad	edad2	tecnológico	tecnológico2	origen_geo	territorio	movilidad	lengua	idiomas	etnia	religión	nivel_socioeconómico	nivel_socioeconómico2	clase_social	func_física	func_cognitiva	func_cognitiva2	género	sexo	orientación_sexual	motivación	objetivo	proyección	estilo_VARK	1. ¿Cuál es el resultado de tu preferencia de aprendizaje según el cuestionario?
M262	16	16	16	14	Moderada	Moderada	Alta	Moderada	2026/04/13 5:55:30 p. m. GMT-4	Ingeniería Ambiental 	UNSA	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al inicio	Público	No	No	Tercio superior	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Bilingüe	Mestizo	Protestantismo (evangélicos y pentecostalismo)	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Superación personal y alcanzar metas propias.	Obtener buenas calificaciones.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	AK	Multimodal (AK)
M263	18	18	15	19	Alta	Alta	Alta	Muy alta	2026/04/13 6:46:02 p. m. GMT-4	Enfermería 	UNSA	Ciencias de la salud	Pregrado (o grado universitario)	Al final	Privado	Sí	Sí	Tercio superior	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona rural	Movilidad local (a otra provincia de la región de Arequipa)	Español	Bilingüe	Mestizo	Catolicismo	Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Obtener mejores oportunidades laborales o económicas (expectativa de beneficio económico o laboral).	Usar esta formación para acceder a posgrados o especializaciones.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	K fuerte	Kinestésico, fuerte
M264	12	13	10	10	Baja	Baja	Moderada	Muy baja	2026/04/13 10:26:30 p. m. GMT-4	Ingeniería Civil	UCSM	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al inicio	Privado	Sí	No	Tercio medio	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel bajo: Conocimiento y manejo limitado de herramientas digitales	Bajo	Local (región de Arequipa)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Monolingüe	Mestizo	Catolicismo	Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Subclase o clase popular	Limitaciones visuales	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Homosexual (gay, lesbiana)	Evitar el desempleo o quedarme rezagado frente a mis pares (evitar consecuencias negativas).	Evitar reprobar materias o abandonar los estudios.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	V media	Visual, media
M265	14	18	7	17	Moderada	Alta	Muy baja	Alta	2026/04/13 11:36:05 p. m. GMT-4	Filosofìa	UNSA	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al inicio	Público	Sí	Sí	Tercio medio	No	Sí	Estudiante universitario de mediana edad (25-39 años)	25-39 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Monolingüe	Indígena Aymara	Agnosticismo	Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Heterosexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Adquirir conocimientos.	Quiero participar y aportar en iniciativas sociales (impacto social).	VARK	Multimodal (VARK)
M266	17	17	14	14	Alta	Moderada	Alta	Moderada	2026/04/14 1:18:38 a. m. GMT-4	Ingeniería mecánica 	UNSA	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al medio	Privado	No	No	Tercio superior	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel bajo: Conocimiento y manejo limitado de herramientas digitales	Bajo	Local (región de Arequipa)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Bilingüe	Mestizo	Deísmo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Subclase o clase popular	Funcionalidad física típica (sin discapacidad)	Trastorno del espectro autista (TEA)	TEA	Hombre	Masculino	Homosexual (gay, lesbiana)	Evitar el desempleo o quedarme rezagado frente a mis pares (evitar consecuencias negativas).	Evitar reprobar materias o abandonar los estudios.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	VARK	Multimodal (VARK)
M267	19	15	16	16	Muy alta	Baja	Alta	Moderada	2026/04/14 1:27:58 p. m. GMT-4	Ingeniería Agronómica	UNSA	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al inicio	Privado	Sí	No	Tercio superior	Sí	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Catolicismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Usar esta formación para acceder a posgrados o especializaciones.	Quiero participar y aportar en iniciativas sociales (impacto social).	R muy fuerte	Lectura/Escritura, muy fuerte
M268	12	17	8	14	Baja	Moderada	Baja	Moderada	2026/04/15 7:22:30 a. m. GMT-4	Ingeniería eléctrica 	UNSA	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al inicio	Privado	Sí	No	Tercio superior	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Bilingüe	Mestizo	Catolicismo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase media	Limitaciones visuales	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Influencia o expectativas de mi familia o entorno social.	Adquirir conocimientos.	Quiero equilibrio entre trabajo, familia y salud (equilibrio vida-trabajo).	VARK	Multimodal (VARK)
M269	16	15	15	13	Moderada	Baja	Alta	Baja	2026/04/15 12:01:36 p. m. GMT-4	Psicologia	UNSA	Ciencias de la salud	Pregrado (o grado universitario)	Al medio	Privado	Sí	No	Tercio medio	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel alto: Dominio avanzado de competencias digitales	Alto	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Bilingüe	Mestizo	Agnosticismo	Nivel B: Ingreso familiar entre S/5,000 y S/25,000	Nivel B	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Usar esta formación para acceder a posgrados o especializaciones.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	RK	Multimodal (RK)
M270	12	13	6	9	Baja	Baja	Muy baja	Muy baja	2026/04/15 4:48:15 p. m. GMT-4	Artes plásticas 	UNSA	Artes y diseño	Pregrado (o grado universitario)	Al medio	Público	No	No	Tercio superior	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Monolingüe	Mestizo	Humanista espiritual	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase trabajadora	Limitaciones visuales	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Adquirir conocimientos.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	VRK	Multimodal (VRK)
M271	7	20	2	16	Muy baja	Muy alta	Muy baja	Moderada	2026/04/16 2:15:39 a. m. GMT-4	Antropología 	UNSA	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al medio	Público	No	Sí	Tercio superior	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel alto: Dominio avanzado de competencias digitales	Alto	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Afroperuano	Agnosticismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase trabajadora	Limitaciones visuales	Trastorno del espectro autista (TEA)	TEA	Mujer	Femenino	Asexual	Obtener mejores oportunidades laborales o económicas (expectativa de beneficio económico o laboral).	Usar esta formación para acceder a posgrados o especializaciones.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	VRK	Multimodal (VRK)
M272	15	17	10	14	Moderada	Moderada	Moderada	Moderada	2026/04/16 11:41:07 a. m. GMT-4	educación inicial 	UCSM	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al inicio	Público	Sí	No	Tercio superior	Sí	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Capital de país	Sin experiencia de movilidad	Español	Bilingüe	Mestizo	Catolicismo	Nivel B: Ingreso familiar entre S/5,000 y S/25,000	Nivel B	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Usar esta formación para acceder a posgrados o especializaciones.	Quiero continuar con posgrados o especializaciones (estudios avanzados).	K media	Kinestésico, media
M273	17	17	15	16	Alta	Moderada	Alta	Moderada	2026/04/16 11:41:15 a. m. GMT-4	Educación Inicial	UCSM	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al inicio	Público	No	No	Tercio superior	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel alto: Dominio avanzado de competencias digitales	Alto	Nacional (otras regiones de Perú)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Bilingüe	Mestizo	Catolicismo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase media	Movilidad reducida	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Influencia o expectativas de mi familia o entorno social.	Obtener buenas calificaciones.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).		
M274	18	15	14	17	Alta	Baja	Alta	Alta	2026/04/16 11:41:19 a. m. GMT-4	Educación Inicial 	UCSM	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al inicio	Público	No	No	Tercio medio	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel alto: Dominio avanzado de competencias digitales	Alto	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Bilingüe	Mestizo	Catolicismo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase media	Movilidad reducida	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Obtener buenas calificaciones.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).		
M275	10	12	14	15	Muy baja	Muy baja	Alta	Moderada	2026/04/16 11:43:32 a. m. GMT-4	Ingeniería biotecnológica 	UCSM	Ciencias de la salud	Pregrado (o grado universitario)	Al inicio	Privado	Sí	No	Tercio medio	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Catolicismo	Nivel B: Ingreso familiar entre S/5,000 y S/25,000	Nivel B	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Bisexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Obtener buenas calificaciones.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	R media	Lectura/Escritura, media
M276	11	18	9	15	Baja	Alta	Baja	Moderada	2026/04/16 11:43:33 a. m. GMT-4	Ingeniería Biotecnológica 	UCSM	Ciencias de la salud	Pregrado (o grado universitario)	Al inicio	Privado	No	No	Tercio superior	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Bilingüe	Mestizo	Catolicismo	Nivel B: Ingreso familiar entre S/5,000 y S/25,000	Nivel B	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Obtener buenas calificaciones.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	R media	Lectura/Escritura, media
M277	17	17	18	18	Alta	Moderada	Muy alta	Alta	2026/04/16 11:45:11 a. m. GMT-4	Educación inicial 	UCSM	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al medio	Público	Sí	No	Tercio medio	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Nacional (otras regiones de Perú)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Bilingüe	Mestizo	Catolicismo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Recibir distinciones o premios académicos.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	R fuerte	Lectura/Escritura, fuerte
M278	17	18	11	18	Alta	Alta	Moderada	Alta	2026/04/16 12:02:46 p. m. GMT-4	Odontología 	UCSM	Ciencias de la salud	Pregrado (o grado universitario)	Al final	Privado	Sí	No	Tercio medio	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Bilingüe	Mestizo	Catolicismo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Obtener mejores oportunidades laborales o económicas (expectativa de beneficio económico o laboral).	Adquirir conocimientos.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	VARK integrativo	Multimodal (VARK Integrativo)
M279	16	15	16	18	Moderada	Baja	Alta	Alta	2026/04/16 12:03:12 p. m. GMT-4	Ingeniería Comercial 	UCSM	Ciencias económicas, administrativas y empresariales	Pregrado (o grado universitario)	Al inicio	Privado	No	No	Tercio superior	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Nacional (otras regiones de Perú)	Zona urbana	Movilidad nacional (a otra región o ciudad de Perú)	Español	Monolingüe	Mestizo	Deísmo	Nivel B: Ingreso familiar entre S/5,000 y S/25,000	Nivel B	Clase media	Funcionalidad física típica (sin discapacidad)	Trastorno por déficit de atención con hiperactividad (TDAH)	TDAH	Mujer	Femenino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Obtener buenas calificaciones.	Quiero crear mi propio proyecto o empresa (emprendimiento).	V muy fuerte	Visual, muy fuerte
M280	17	17	16	13	Alta	Moderada	Alta	Baja	2026/04/16 12:04:32 p. m. GMT-4	Ing mejor 	UCSM	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al medio	Privado	Sí	No	Tercio inferior	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Bilingüe	Mestizo	Catolicismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase media	Funcionalidad física típica (sin discapacidad)	Dislexia	Dislexia	Hombre	Masculino	Heterosexual	Obtener mejores oportunidades laborales o económicas (expectativa de beneficio económico o laboral).	Adquirir conocimientos.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	V media	Visual, media
M281	15	18	13	13	Moderada	Alta	Moderada	Baja	2026/04/16 12:07:09 p. m. GMT-4	Odontología 	UCSM	Ciencias de la salud	Pregrado (o grado universitario)	Al final	Privado	Sí	No	Tercio superior	Sí	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Bilingüe	Mestizo	Cristianismo	Nivel B: Ingreso familiar entre S/5,000 y S/25,000	Nivel B	Clase media	Funcionalidad física típica (sin discapacidad)	Dislexia	Dislexia	Mujer	Femenino	Heterosexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Usar esta formación para acceder a posgrados o especializaciones.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	AK	Multimodal (AK)
